DisruptionType,Severity,DelayMinutes,CapacityReduction,TotalStops,StopsLost,DistanceChange(KM),TimeChange(Hours),RecoveryEfficiency(%),MLRiskScore,MLRiskLevel
TRAFFIC_DELAY,HIGH,46.04,0.0,137,0,-1.03,-0.028,2.09,82,HIGH
TRAFFIC_DELAY,HIGH,60.92,0.0,143,0,-1.14,-0.03,2.29,82,HIGH
TRAFFIC_DELAY,HIGH,49.55,0.0,143,0,-0.89,-0.033,2.09,82,HIGH
TRAFFIC_DELAY,HIGH,68.67,0.0,137,0,-1.1,-0.028,1.99,82,HIGH
TRAFFIC_DELAY,HIGH,48.53,0.0,142,0,-0.96,-0.034,2.17,82,HIGH
TRAFFIC_DELAY,HIGH,47.34,0.0,142,0,-1.14,-0.03,2.16,82,HIGH
TRAFFIC_DELAY,HIGH,48.57,0.0,132,0,-0.98,-0.027,2.08,82,HIGH
TRAFFIC_DELAY,HIGH,44.25,0.0,137,0,-1.15,-0.03,2.28,82,HIGH
TRAFFIC_DELAY,HIGH,52.54,0.0,78,1,-0.56,-0.018,2.24,83,HIGH
TRAFFIC_DELAY,HIGH,61.47,5.0,80,0,-0.51,-0.017,2.29,85,HIGH
TRAFFIC_DELAY,HIGH,45.19,0.0,78,0,-0.49,-0.021,2.36,80,HIGH
TRAFFIC_DELAY,HIGH,47.63,0.0,76,1,-0.54,-0.018,2.26,83,HIGH
TRAFFIC_DELAY,HIGH,58.27,0.0,81,1,-0.62,-0.021,2.13,83,HIGH
TRAFFIC_DELAY,HIGH,58.78,0.0,78,0,-0.51,-0.022,2.18,80,HIGH
TRAFFIC_DELAY,HIGH,54.17,5.0,76,0,-0.63,-0.021,2.28,85,HIGH
TRAFFIC_DELAY,HIGH,55.57,0.0,77,0,-0.49,-0.019,2.28,80,HIGH
TRAFFIC_DELAY,HIGH,59.02,0.0,82,0,-0.49,-0.018,2.35,80,HIGH
TRAFFIC_DELAY,HIGH,71.33,5.0,83,0,-0.5,-0.02,2.18,85,HIGH
TRAFFIC_DELAY,HIGH,46.34,0.0,80,0,-0.51,-0.019,2.27,80,HIGH
TRAFFIC_DELAY,HIGH,54.4,5.0,84,0,-0.56,-0.022,2.33,85,HIGH
TRAFFIC_DELAY,HIGH,66.32,0.0,83,0,-0.6,-0.02,2.11,80,HIGH
TRAFFIC_DELAY,HIGH,44.61,5.0,83,1,-0.56,-0.021,2.25,88,HIGH
TRAFFIC_DELAY,HIGH,61.96,0.0,82,0,-0.5,-0.02,2.08,80,HIGH
TRAFFIC_DELAY,HIGH,58.35,0.0,77,1,-0.49,-0.018,2.27,83,HIGH
TRAFFIC_DELAY,HIGH,45.57,5.0,78,0,-0.65,-0.021,2.14,85,HIGH
TRAFFIC_DELAY,HIGH,53.64,0.0,77,0,-0.6,-0.018,2.08,80,HIGH
TRAFFIC_DELAY,HIGH,62.65,5.0,84,1,-0.53,-0.017,2.05,88,HIGH
TRAFFIC_DELAY,HIGH,52.07,5.0,77,1,-0.59,-0.019,2.09,88,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,158,9,-10.76,-0.318,32.14,86,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,161,11,-8.36,-0.319,32.25,98,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,159,9,-9.0,-0.361,29.01,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,155,11,-9.78,-0.363,29.08,93,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,167,9,-10.86,-0.336,29.44,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,165,11,-9.85,-0.293,32.52,93,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,154,10,-9.59,-0.367,32.33,98,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,161,9,-10.1,-0.351,28.96,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,155,11,-10.19,-0.343,30.81,93,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,160,13,-9.85,-0.345,28.71,99,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,166,12,-10.86,-0.282,29.83,98,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,159,11,-10.12,-0.331,28.84,93,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,165,11,-8.06,-0.345,28.13,99,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,161,12,-9.97,-0.345,31.89,93,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,156,9,-9.13,-0.334,31.6,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,156,12,-8.05,-0.289,28.1,93,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,165,11,-9.18,-0.356,30.34,93,HIGH
ROAD_CLOSURE,HIGH,10.0,5.0,163,10,-10.04,-0.277,30.23,100,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,164,9,-8.96,-0.333,28.66,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,159,13,-8.64,-0.351,30.39,93,HIGH
TRAFFIC_DELAY,MEDIUM,21.09,0.0,165,11,-15.24,-0.531,24.53,85,HIGH
TRAFFIC_DELAY,MEDIUM,32.48,5.0,156,10,-15.69,-0.604,24.15,90,HIGH
TRAFFIC_DELAY,MEDIUM,28.42,0.0,156,12,-16.78,-0.593,24.49,85,HIGH
TRAFFIC_DELAY,MEDIUM,24.21,0.0,164,10,-18.43,-0.595,24.48,85,HIGH
TRAFFIC_DELAY,MEDIUM,31.59,0.0,167,13,-16.13,-0.568,25.55,85,HIGH
TRAFFIC_DELAY,MEDIUM,21.92,0.0,154,11,-19.67,-0.616,24.65,85,HIGH
TRAFFIC_DELAY,MEDIUM,31.25,0.0,163,11,-18.59,-0.626,22.89,85,HIGH
TRAFFIC_DELAY,MEDIUM,21.26,0.0,154,13,-17.24,-0.495,23.35,80,HIGH
TRAFFIC_DELAY,MEDIUM,19.97,0.0,165,10,-19.51,-0.536,23.31,79,HIGH
TRAFFIC_DELAY,MEDIUM,25.35,0.0,163,10,-15.6,-0.641,22.47,85,HIGH
TRAFFIC_DELAY,MEDIUM,26.81,0.0,153,11,-16.93,-0.553,25.65,85,HIGH
TRAFFIC_DELAY,MEDIUM,28.13,5.0,166,9,-19.38,-0.561,25.38,83,HIGH
TRAFFIC_DELAY,MEDIUM,27.62,0.0,162,13,-16.12,-0.607,23.04,85,HIGH
TRAFFIC_DELAY,MEDIUM,25.53,0.0,165,13,-19.83,-0.525,22.38,85,HIGH
TRAFFIC_DELAY,MEDIUM,24.93,0.0,167,13,-17.71,-0.584,22.73,85,HIGH
TRAFFIC_DELAY,MEDIUM,28.9,0.0,167,12,-17.64,-0.6,23.14,85,HIGH
TRAFFIC_DELAY,MEDIUM,25.07,0.0,160,13,-19.22,-0.609,24.02,85,HIGH
TRAFFIC_DELAY,MEDIUM,27.96,0.0,169,10,-18.89,-0.512,23.63,85,HIGH
TRAFFIC_DELAY,MEDIUM,29.82,0.0,165,10,-16.13,-0.522,23.53,85,HIGH
TRAFFIC_DELAY,MEDIUM,26.25,5.0,168,9,-18.22,-0.521,23.25,83,HIGH
TRAFFIC_DELAY,HIGH,44.29,5.0,104,0,-0.4,-0.01,0.88,85,HIGH
TRAFFIC_DELAY,HIGH,38.32,0.0,105,1,-0.42,-0.01,0.93,75,HIGH
TRAFFIC_DELAY,HIGH,34.26,0.0,104,0,-0.35,-0.009,0.88,72,HIGH
TRAFFIC_DELAY,HIGH,48.54,0.0,110,0,-0.37,-0.01,0.89,80,HIGH
TRAFFIC_DELAY,HIGH,43.43,5.0,105,1,-0.4,-0.009,0.95,88,HIGH
TRAFFIC_DELAY,HIGH,51.54,0.0,105,1,-0.39,-0.01,0.87,83,HIGH
TRAFFIC_DELAY,HIGH,48.0,5.0,110,0,-0.37,-0.011,1.0,85,HIGH
TRAFFIC_DELAY,HIGH,34.78,0.0,102,0,-0.37,-0.011,0.93,72,HIGH
TRAFFIC_DELAY,HIGH,47.84,0.0,102,1,-0.45,-0.011,0.96,83,HIGH
TRAFFIC_DELAY,HIGH,47.02,0.0,105,0,-0.33,-0.011,0.89,80,HIGH
TRAFFIC_DELAY,HIGH,53.18,5.0,109,0,-0.37,-0.011,0.88,85,HIGH
TRAFFIC_DELAY,HIGH,53.49,0.0,109,0,-0.41,-0.009,0.9,80,HIGH
TRAFFIC_DELAY,HIGH,51.17,0.0,108,0,-0.36,-0.009,0.88,80,HIGH
TRAFFIC_DELAY,HIGH,41.28,0.0,105,0,-0.42,-0.009,0.95,80,HIGH
TRAFFIC_DELAY,HIGH,44.66,0.0,101,0,-0.43,-0.011,0.9,80,HIGH
TRAFFIC_DELAY,HIGH,48.14,0.0,102,0,-0.37,-0.009,0.96,80,HIGH
TRAFFIC_DELAY,HIGH,46.34,0.0,110,1,-0.34,-0.009,0.91,83,HIGH
TRAFFIC_DELAY,HIGH,36.88,0.0,109,0,-0.34,-0.011,0.92,72,HIGH
TRAFFIC_DELAY,HIGH,51.68,0.0,108,0,-0.43,-0.009,0.99,80,HIGH
TRAFFIC_DELAY,HIGH,51.05,0.0,103,0,-0.35,-0.01,0.92,80,HIGH
ROAD_CLOSURE,MEDIUM,10.0,5.0,188,41,-13.03,-0.491,38.55,92,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,203,44,-14.82,-0.422,41.12,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,205,39,-15.24,-0.481,37.52,86,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,190,55,-11.82,-0.477,38.92,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,193,49,-12.51,-0.494,36.14,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,195,40,-14.89,-0.501,37.67,91,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,205,54,-11.51,-0.461,41.63,87,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,198,43,-12.26,-0.448,40.09,87,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,202,55,-11.63,-0.512,35.85,91,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,197,47,-14.48,-0.464,41.01,81,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,191,47,-14.54,-0.469,39.73,87,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,197,54,-15.27,-0.418,37.32,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,189,44,-13.01,-0.503,35.72,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,198,41,-12.48,-0.514,37.67,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,188,44,-12.2,-0.452,35.74,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,198,40,-12.73,-0.491,39.11,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,190,56,-12.97,-0.394,39.37,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,208,48,-14.88,-0.449,39.88,81,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,206,44,-12.96,-0.439,38.15,87,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,204,50,-12.61,-0.494,41.39,87,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,205,38,-14.25,-0.494,35.94,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,200,51,-14.59,-0.472,36.24,81,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,201,40,-11.69,-0.43,41.3,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,206,45,-13.76,-0.384,39.48,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,189,55,-14.28,-0.399,41.06,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,196,52,-13.51,-0.443,36.2,81,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,189,54,-12.24,-0.445,40.55,87,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,205,55,-12.99,-0.393,38.92,87,HIGH
ROAD_CLOSURE,MEDIUM,5.0,5.0,197,54,-14.67,-0.498,41.15,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,199,39,-12.86,-0.386,38.03,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,207,42,-13.97,-0.389,40.23,86,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,204,48,-12.89,-0.383,37.99,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,200,40,-14.77,-0.454,40.7,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,198,52,-11.94,-0.448,35.86,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,191,46,-11.53,-0.387,38.0,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,190,53,-13.21,-0.422,41.05,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,208,44,-14.94,-0.464,40.61,86,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,199,57,-12.94,-0.435,37.72,87,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,197,49,-13.55,-0.485,40.65,87,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,193,43,-12.15,-0.39,37.73,81,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,154,5,-9.57,-0.338,19.05,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,152,4,-10.88,-0.353,19.55,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,156,4,-9.71,-0.284,20.1,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,161,6,-11.26,-0.352,20.28,86,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,161,6,-8.9,-0.359,19.48,92,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,161,4,-9.92,-0.378,20.12,81,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,155,5,-9.14,-0.356,19.82,91,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,160,5,-11.13,-0.378,19.89,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,154,6,-9.13,-0.291,21.27,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,155,6,-8.71,-0.368,20.01,86,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,161,5,-10.82,-0.372,18.72,92,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,159,5,-10.46,-0.362,19.66,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,152,4,-11.53,-0.348,21.19,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,162,5,-10.43,-0.287,18.64,86,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,153,6,-11.19,-0.35,18.95,91,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,156,5,-10.59,-0.283,19.57,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,152,6,-8.74,-0.375,20.24,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,158,6,-9.25,-0.328,19.07,86,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,161,5,-10.94,-0.372,19.88,86,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,157,5,-9.21,-0.344,21.66,92,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,10.0,13.53,154,29,-13.49,-0.533,31.6,89,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,5.0,14.7,160,22,-15.7,-0.461,30.9,78,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,5.0,12.0,149,29,-13.86,-0.5,28.92,80,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,15.24,159,24,-14.44,-0.44,28.48,85,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,12.75,151,28,-12.93,-0.551,27.63,83,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,11.66,161,30,-16.34,-0.444,30.21,78,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,5.0,15.62,162,30,-14.58,-0.561,29.35,90,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,10.0,11.85,158,21,-15.17,-0.565,31.5,89,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,10.0,15.19,158,28,-16.96,-0.539,31.99,96,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,11.79,162,29,-15.52,-0.432,29.27,78,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,5.0,16.05,147,26,-13.14,-0.52,31.16,87,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,12.24,161,27,-14.5,-0.533,29.32,83,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,15.66,149,29,-12.81,-0.484,31.9,82,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,12.97,161,28,-14.41,-0.532,28.53,83,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,5.0,11.44,149,28,-16.32,-0.542,30.11,80,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,11.28,154,25,-14.15,-0.428,28.18,78,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,15.32,161,24,-16.69,-0.465,30.95,85,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,14.11,155,28,-14.04,-0.541,31.17,83,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,0.0,16.0,150,27,-12.99,-0.482,29.3,85,HIGH
VEHICLE_CAPACITY_REDUCTION,MEDIUM,10.0,13.11,156,28,-13.64,-0.521,30.24,89,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,10.0,37.05,83,0,-0.63,-0.021,2.21,91,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,32.08,78,0,-0.55,-0.019,2.05,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,36.45,84,0,-0.61,-0.02,2.04,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,31.35,77,1,-0.65,-0.02,2.35,88,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,30.87,82,0,-0.52,-0.018,2.24,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,10.0,31.87,81,0,-0.62,-0.021,2.16,91,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,39.34,83,0,-0.64,-0.019,2.18,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,37.66,80,0,-0.51,-0.017,2.24,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,41.41,84,0,-0.61,-0.019,2.35,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,35.66,80,0,-0.56,-0.017,2.08,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,5.0,40.57,83,1,-0.63,-0.023,2.29,88,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,5.0,37.23,82,0,-0.52,-0.023,2.36,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,35.32,77,1,-0.53,-0.02,2.23,88,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,41.74,82,1,-0.63,-0.021,2.14,88,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,35.3,82,0,-0.65,-0.019,2.31,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,5.0,31.46,82,0,-0.56,-0.022,2.35,85,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,10.0,34.98,80,0,-0.63,-0.022,2.15,91,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,28.64,77,0,-0.54,-0.022,2.27,77,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,10.0,31.44,78,0,-0.57,-0.021,2.06,91,HIGH
VEHICLE_CAPACITY_REDUCTION,HIGH,0.0,41.37,79,0,-0.49,-0.022,2.15,85,HIGH
TRAFFIC_DELAY,HIGH,40.58,0.0,145,0,-5.0,-0.153,9.18,82,HIGH
TRAFFIC_DELAY,HIGH,31.52,5.0,137,0,-4.21,-0.157,9.01,79,HIGH
TRAFFIC_DELAY,HIGH,43.53,5.0,134,0,-4.41,-0.137,8.72,87,HIGH
TRAFFIC_DELAY,HIGH,30.15,0.0,140,1,-4.11,-0.17,9.51,77,HIGH
TRAFFIC_DELAY,HIGH,37.44,0.0,147,1,-4.74,-0.14,9.18,77,HIGH
TRAFFIC_DELAY,HIGH,44.04,5.0,141,0,-4.29,-0.163,9.36,87,HIGH
TRAFFIC_DELAY,HIGH,30.68,0.0,137,1,-3.99,-0.142,9.9,77,HIGH
TRAFFIC_DELAY,HIGH,28.28,5.0,145,0,-4.98,-0.15,9.26,79,HIGH
TRAFFIC_DELAY,HIGH,42.04,0.0,136,1,-4.66,-0.162,9.61,85,HIGH
TRAFFIC_DELAY,HIGH,42.77,0.0,136,0,-4.11,-0.147,8.72,82,HIGH
TRAFFIC_DELAY,HIGH,40.78,0.0,148,0,-4.29,-0.151,8.75,82,HIGH
TRAFFIC_DELAY,HIGH,31.07,0.0,144,0,-4.14,-0.138,8.67,74,HIGH
TRAFFIC_DELAY,HIGH,44.4,0.0,140,0,-4.62,-0.161,9.89,82,HIGH
TRAFFIC_DELAY,HIGH,32.45,0.0,139,0,-4.68,-0.164,8.93,74,HIGH
TRAFFIC_DELAY,HIGH,43.23,0.0,142,1,-5.04,-0.161,9.23,85,HIGH
TRAFFIC_DELAY,HIGH,38.9,0.0,145,0,-4.46,-0.159,8.91,74,HIGH
TRAFFIC_DELAY,HIGH,37.51,0.0,138,1,-3.8,-0.139,9.54,77,HIGH
TRAFFIC_DELAY,HIGH,39.86,0.0,139,0,-3.88,-0.151,9.4,74,HIGH
TRAFFIC_DELAY,HIGH,43.79,5.0,147,0,-4.66,-0.16,9.33,87,HIGH
TRAFFIC_DELAY,HIGH,39.5,0.0,137,0,-4.88,-0.14,9.83,74,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,156,3,-7.55,-0.244,11.25,87,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,151,3,-6.23,-0.219,10.92,87,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,155,2,-7.16,-0.195,11.41,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,154,3,-6.72,-0.22,11.26,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,158,3,-7.03,-0.244,10.37,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,150,3,-5.87,-0.244,10.33,81,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,160,3,-6.6,-0.192,10.6,83,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,148,4,-6.85,-0.203,10.34,83,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,152,3,-5.99,-0.214,11.64,81,HIGH
ROAD_CLOSURE,HIGH,5.0,0.0,150,3,-6.1,-0.21,10.21,81,HIGH
ROAD_CLOSURE,HIGH,10.0,0.0,156,2,-6.35,-0.249,11.15,87,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,152,3,-5.81,-0.205,10.53,86,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,147,2,-6.64,-0.199,11.7,80,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,146,3,-6.76,-0.2,10.94,75,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,156,3,-7.08,-0.229,10.99,81,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,152,3,-5.95,-0.248,10.19,81,HIGH
ROAD_CLOSURE,HIGH,5.0,5.0,156,3,-5.79,-0.224,11.15,86,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,149,3,-6.94,-0.226,10.95,78,HIGH
ROAD_CLOSURE,HIGH,0.0,0.0,149,3,-5.84,-0.217,11.1,78,HIGH
ROAD_CLOSURE,HIGH,0.0,5.0,146,2,-7.14,-0.228,10.7,83,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,168,22,-11.13,-0.334,17.64,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,173,24,-10.55,-0.302,16.95,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,179,21,-10.99,-0.289,17.31,78,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,174,23,-9.66,-0.379,15.84,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,165,25,-8.97,-0.345,17.34,78,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,180,19,-9.41,-0.282,15.45,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,171,22,-9.0,-0.34,16.77,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,168,26,-10.79,-0.373,16.64,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,171,25,-10.54,-0.332,15.43,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,180,24,-9.95,-0.307,16.19,81,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,177,26,-9.71,-0.343,15.89,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,179,22,-10.28,-0.373,15.42,83,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,173,19,-9.25,-0.33,15.4,78,HIGH
ROAD_CLOSURE,MEDIUM,5.0,5.0,169,19,-10.62,-0.321,16.92,83,HIGH
ROAD_CLOSURE,MEDIUM,10.0,5.0,177,23,-10.69,-0.374,17.15,89,HIGH
ROAD_CLOSURE,MEDIUM,5.0,0.0,173,19,-9.22,-0.311,15.89,78,HIGH
ROAD_CLOSURE,MEDIUM,0.0,0.0,168,25,-8.59,-0.367,17.36,78,HIGH
ROAD_CLOSURE,MEDIUM,10.0,5.0,170,24,-9.47,-0.307,15.84,89,HIGH
ROAD_CLOSURE,MEDIUM,10.0,0.0,178,19,-10.81,-0.315,16.58,84,HIGH
ROAD_CLOSURE,MEDIUM,0.0,5.0,167,26,-10.57,-0.324,16.81,83,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,9.64,188,54,-19.59,-0.678,34.62,77,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,10.87,175,55,-20.38,-0.611,32.76,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.93,177,58,-17.99,-0.707,35.44,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.43,179,45,-17.6,-0.658,33.57,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,10.29,187,60,-19.77,-0.732,37.0,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,8.69,185,50,-19.75,-0.756,35.71,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,10.79,184,50,-22.93,-0.668,37.59,77,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,9.57,175,58,-18.49,-0.682,34.57,74,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,11.43,188,53,-19.73,-0.759,33.5,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,10.93,179,54,-21.83,-0.673,37.02,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,9.33,191,56,-19.99,-0.615,36.91,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,0.0,8.05,179,48,-21.19,-0.581,33.82,68,MEDIUM
VEHICLE_CAPACITY_REDUCTION,LOW,5.0,8.73,183,55,-22.41,-0.689,37.6,71,HIGH
VEHICLE_CAPACITY_REDUCTION,LOW,10.0,11.22,179,49,-23.32,-0.692,34.04,74,HIGH
