RouteID,DisruptionID,DisruptionType,Severity,DelayMinutes,CapacityReduction,TotalStops,StopsLost,DistanceChange(KM),TimeChange(Hours),RecoveryEfficiency(%),RecoverySuccessful,MLRisk,HIGH_Probability,MEDIUM_Probability,LOW_Probability,MLConfidence(%),OperationalRiskScore,FinalRiskScore,FinalRiskLevel,PriorityScore,AI_Decision,ExplanationCategory,CompleteExplanation
RouteID_00595235-52e7-4b68-883c-70482701dea0,DISRUPTION_246ed6f5-2a66-4641-8b07-0afad8166c80,ROAD_CLOSURE,HIGH,0,0,129,1,-3.99,-0.13,12.81,True,HIGH,99.85,0.15,0.0,99.85,60,77.41,HIGH,69.91,IMMEDIATE_REROUTE,URGENT_ACTION,"A road closure was detected with high severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 129 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.13 hours. Route distance was reduced by approximately 3.99 KM. The rerouting process achieved a recovery efficiency of 12.81%. The machine learning model classified this scenario as HIGH risk with 99.85% confidence. The combined ML prediction and operational factors indicate a high-risk scenario requiring immediate action. Operational risk score: 60.00. Final risk score: 77.41. Priority score: 69.91. RouteMind recommends immediate dynamic rerouting to minimize disruption impact and protect delivery performance."
RouteID_0036cf37-1c93-48f8-b337-3dd6d1a195d8,DISRUPTION_1283b272-64cf-4507-883a-eaaf6de273f6,TRAFFIC_DELAY,LOW,11,0,190,40,-12.42,-0.41,23.69,True,MEDIUM,1.39,98.61,0.0,98.61,51,53.26,MEDIUM,69.82,REROUTE_TRAFFIC_AVOIDANCE,REROUTE_RECOMMENDED,"A traffic delay of 11 minutes was detected with low severity. The delay can increase travel time and reduce delivery reliability. The route contains 190 stops, making it operationally complex and more sensitive to disruptions. 40 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.41 hours. Route distance was reduced by approximately 12.42 KM. The rerouting process achieved a recovery efficiency of 23.69%. The machine learning model classified this scenario as MEDIUM risk with 98.61% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 51.00. Final risk score: 53.26. Priority score: 69.82. RouteMind recommends traffic-aware rerouting to reduce congestion-related delays."
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,DISRUPTION_cdd93ad0-8529-458d-906b-7ad8aa8adbc4,ROAD_CLOSURE,HIGH,0,0,78,1,-1.73,-0.06,6.65,True,HIGH,98.8,1.2,0.0,98.8,60,76.79,HIGH,69.32,IMMEDIATE_REROUTE,URGENT_ACTION,"A road closure was detected with high severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 78 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.06 hours. Route distance was reduced by approximately 1.73 KM. The rerouting process achieved a recovery efficiency of 6.65%. The machine learning model classified this scenario as HIGH risk with 98.80% confidence. The combined ML prediction and operational factors indicate a high-risk scenario requiring immediate action. Operational risk score: 60.00. Final risk score: 76.79. Priority score: 69.32. RouteMind recommends immediate dynamic rerouting to minimize disruption impact and protect delivery performance."
RouteID_007a8397-37f4-4775-a452-c6934167526b,DISRUPTION_5afeb7ac-330f-4236-8ec8-ef4e7a825c57,VEHICLE_CAPACITY_REDUCTION,LOW,0,6,176,35,-10.05,-0.33,31.94,True,MEDIUM,0.56,99.44,0.0,99.44,52,53.88,MEDIUM,67.63,REBALANCE_LOAD_AND_REROUTE,REROUTE_RECOMMENDED,"Vehicle capacity was reduced by 6%. This can prevent the vehicle from serving all planned stops and may require load redistribution or rerouting. The route contains 176 stops, indicating a relatively high delivery workload. 35 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.33 hours. Route distance was reduced by approximately 10.05 KM. The rerouting process achieved a recovery efficiency of 31.94%. The machine learning model classified this scenario as MEDIUM risk with 99.44% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 52.00. Final risk score: 53.88. Priority score: 67.63. RouteMind recommends redistributing the delivery load and rerouting the affected vehicle."
RouteID_007a8397-37f4-4775-a452-c6934167526b,DISRUPTION_a434b67d-6583-42cd-a60d-644182f28f3f,VEHICLE_CAPACITY_REDUCTION,LOW,0,10,176,41,-10.83,-0.36,34.44,True,MEDIUM,4.67,95.33,0.0,95.33,52,52.3,MEDIUM,65.91,REBALANCE_LOAD_AND_REROUTE,REROUTE_RECOMMENDED,"Vehicle capacity was reduced by 10%. This can prevent the vehicle from serving all planned stops and may require load redistribution or rerouting. The route contains 176 stops, indicating a relatively high delivery workload. 41 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.36 hours. Route distance was reduced by approximately 10.83 KM. The rerouting process achieved a recovery efficiency of 34.44%. The machine learning model classified this scenario as MEDIUM risk with 95.33% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 52.00. Final risk score: 52.30. Priority score: 65.91. RouteMind recommends redistributing the delivery load and rerouting the affected vehicle."
RouteID_00ace8b4-30c6-4a20-a723-74ece636a0da,DISRUPTION_c1097fda-4d69-4285-b9dc-6f6a8dfedc55,NEW_STOP,MEDIUM,0,0,173,24,-8.34,-0.28,22.65,True,MEDIUM,4.59,95.41,0.0,95.41,47,50.83,MEDIUM,64.89,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,"A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 173 stops, indicating a relatively high delivery workload. 24 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.28 hours. Route distance was reduced by approximately 8.34 KM. The rerouting process achieved a recovery efficiency of 22.65%. The machine learning model classified this scenario as MEDIUM risk with 95.41% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 47.00. Final risk score: 50.83. Priority score: 64.89. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints."
RouteID_00437423-5a8f-4fac-8efa-85264f0a3944,DISRUPTION_e129d943-6725-4735-9516-48f0f05eb8a7,VEHICLE_CAPACITY_REDUCTION,LOW,0,10,161,26,-23.46,-0.78,33.43,True,MEDIUM,10.13,89.87,0.0,89.87,57,51.7,MEDIUM,64.67,REBALANCE_LOAD_AND_REROUTE,REROUTE_RECOMMENDED,"Vehicle capacity was reduced by 10%. This can prevent the vehicle from serving all planned stops and may require load redistribution or rerouting. The route contains 161 stops, indicating a relatively high delivery workload. 26 stops were affected during the disruption scenario. The rerouting scenario produced a moderate time impact of 0.78 hours. Route distance was reduced by approximately 23.46 KM. The rerouting process achieved a recovery efficiency of 33.43%. The machine learning model classified this scenario as MEDIUM risk with 89.87% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 57.00. Final risk score: 51.70. Priority score: 64.67. RouteMind recommends redistributing the delivery load and rerouting the affected vehicle."
RouteID_00e7fcc6-2f6d-4054-b9ca-e190fa4ecdce,DISRUPTION_d4374445-3e34-4f59-b6b6-06d47aac2e67,NEW_STOP,MEDIUM,0,0,167,17,-9.47,-0.32,21.41,True,MEDIUM,0.23,99.77,0.0,99.77,42,51.01,MEDIUM,63.42,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,"A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 167 stops, indicating a relatively high delivery workload. 17 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.32 hours. Route distance was reduced by approximately 9.47 KM. The rerouting process achieved a recovery efficiency of 21.41%. The machine learning model classified this scenario as MEDIUM risk with 99.77% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 42.00. Final risk score: 51.01. Priority score: 63.42. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints."
RouteID_0076d53c-6bfa-4e22-b39e-08769fb8e4d3,DISRUPTION_6450d179-9bf4-46e5-95db-4dfd6144d657,TRAFFIC_DELAY,MEDIUM,27,0,129,0,-3.27,-0.11,7.48,True,MEDIUM,0.0,100.0,0.0,100.0,52,54.1,MEDIUM,59.62,REROUTE_TRAFFIC_AVOIDANCE,REROUTE_RECOMMENDED,A traffic delay of 27 minutes was detected with medium severity. The delay can increase travel time and reduce delivery reliability. The route contains 129 planned stops. The rerouting scenario produced a relatively small time impact of 0.11 hours. Route distance was reduced by approximately 3.27 KM. The rerouting process achieved a recovery efficiency of 7.48%. The machine learning model classified this scenario as MEDIUM risk with 100.00% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 52.00. Final risk score: 54.10. Priority score: 59.62. RouteMind recommends traffic-aware rerouting to reduce congestion-related delays.
RouteID_00bea18c-ee16-4a18-a916-7a447c733a7d,DISRUPTION_8c6ca020-f6d9-4c37-acb1-ae92f1066d05,TRAFFIC_DELAY,MEDIUM,28,0,141,0,-8.03,-0.27,25.93,True,MEDIUM,2.48,97.52,0.0,97.52,52,53.15,MEDIUM,58.83,REROUTE_TRAFFIC_AVOIDANCE,REROUTE_RECOMMENDED,A traffic delay of 28 minutes was detected with medium severity. The delay can increase travel time and reduce delivery reliability. The route contains 141 planned stops. The rerouting scenario produced a relatively small time impact of 0.27 hours. Route distance was reduced by approximately 8.03 KM. The rerouting process achieved a recovery efficiency of 25.93%. The machine learning model classified this scenario as MEDIUM risk with 97.52% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 52.00. Final risk score: 53.15. Priority score: 58.83. RouteMind recommends traffic-aware rerouting to reduce congestion-related delays.
RouteID_0074e307-23c1-4b15-afa2-e58b45e4403c,DISRUPTION_84594ab2-335f-4810-8313-895852eaf0a5,NEW_STOP,LOW,0,0,161,11,-9.52,-0.32,31.25,True,MEDIUM,0.0,100.0,0.0,100.0,32,48.1,MEDIUM,56.92,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,"A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 161 stops, indicating a relatively high delivery workload. 11 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.32 hours. Route distance was reduced by approximately 9.52 KM. The rerouting process achieved a recovery efficiency of 31.25%. The machine learning model classified this scenario as MEDIUM risk with 100.00% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 32.00. Final risk score: 48.10. Priority score: 56.92. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints."
RouteID_00a25e47-65c9-4efc-bfe9-8d9648a0df4e,DISRUPTION_80143bbf-ac31-4bee-af90-bc38d8ab19c7,TRAFFIC_DELAY,LOW,6,0,157,7,-1.03,-0.03,3.49,True,MEDIUM,0.0,99.54,0.46,99.54,35,48.82,MEDIUM,55.86,REROUTE_TRAFFIC_AVOIDANCE,REROUTE_RECOMMENDED,"A traffic delay of 6 minutes was detected with low severity. The delay can increase travel time and reduce delivery reliability. The route contains 157 stops, indicating a relatively high delivery workload. 7 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.03 hours. Route distance was reduced by approximately 1.03 KM. The rerouting process achieved a recovery efficiency of 3.49%. The machine learning model classified this scenario as MEDIUM risk with 99.54% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 35.00. Final risk score: 48.82. Priority score: 55.86. RouteMind recommends traffic-aware rerouting to reduce congestion-related delays."
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DISRUPTION_572c9974-37cf-4482-8456-bb7ddfbcf2a7,ROAD_CLOSURE,MEDIUM,0,0,119,1,-2.89,-0.1,8.62,True,MEDIUM,0.08,99.92,0.0,99.92,50,53.47,MEDIUM,53.17,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 119 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.10 hours. Route distance was reduced by approximately 2.89 KM. The rerouting process achieved a recovery efficiency of 8.62%. The machine learning model classified this scenario as MEDIUM risk with 99.92% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 53.47. Priority score: 53.17. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00573a3d-b909-42ee-8a99-c6474309d96b,DISRUPTION_c8d451eb-1416-4477-886f-92887a910be8,NEW_STOP,MEDIUM,0,0,154,5,-12.17,-0.41,15.1,True,MEDIUM,0.86,99.14,0.0,99.14,37,49.27,MEDIUM,53.11,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,"A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 154 stops, indicating a relatively high delivery workload. 5 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.41 hours. Route distance was reduced by approximately 12.17 KM. The rerouting process achieved a recovery efficiency of 15.10%. The machine learning model classified this scenario as MEDIUM risk with 99.14% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 37.00. Final risk score: 49.27. Priority score: 53.11. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints."
RouteID_001948e9-4675-486d-9ec5-912fd8e0770f,DISRUPTION_574e0a38-5dea-46ed-8e75-ddfad66c1ae9,ROAD_CLOSURE,MEDIUM,0,0,128,1,-1.82,-0.06,3.51,True,MEDIUM,0.24,99.76,0.0,99.76,50,53.41,MEDIUM,53.1,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 128 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.06 hours. Route distance was reduced by approximately 1.82 KM. The rerouting process achieved a recovery efficiency of 3.51%. The machine learning model classified this scenario as MEDIUM risk with 99.76% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 53.41. Priority score: 53.10. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_0016bc70-cb8d-48b0-aa55-8ee50bdcdb59,DISRUPTION_fd1c85c7-1160-440a-a25a-c9169b629075,ROAD_CLOSURE,MEDIUM,0,0,106,1,-0.39,-0.01,0.96,True,MEDIUM,0.35,99.51,0.14,99.51,50,53.31,MEDIUM,52.99,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 106 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.01 hours. Route distance was reduced by approximately 0.39 KM. The rerouting process achieved a recovery efficiency of 0.96%. The machine learning model classified this scenario as MEDIUM risk with 99.51% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 53.31. Priority score: 52.99. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00e4885d-4563-4790-bace-6c9e4261ce2a,DISRUPTION_6d1e8815-3075-40c2-b706-5ce143c0f4a1,ROAD_CLOSURE,MEDIUM,0,0,136,1,-2.75,-0.09,6.68,True,MEDIUM,0.55,99.45,0.0,99.45,50,53.29,MEDIUM,52.97,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 136 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.09 hours. Route distance was reduced by approximately 2.75 KM. The rerouting process achieved a recovery efficiency of 6.68%. The machine learning model classified this scenario as MEDIUM risk with 99.45% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 53.29. Priority score: 52.97. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00f9c249-33cd-4124-9cf2-b970b157a5ca,DISRUPTION_d311c9a5-2840-4ca2-8bb7-5a5473500481,ROAD_CLOSURE,MEDIUM,0,0,146,1,-3.93,-0.13,7.02,True,MEDIUM,0.95,98.63,0.42,98.63,50,52.97,MEDIUM,52.62,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 146 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.13 hours. Route distance was reduced by approximately 3.93 KM. The rerouting process achieved a recovery efficiency of 7.02%. The machine learning model classified this scenario as MEDIUM risk with 98.63% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 52.97. Priority score: 52.62. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_0091a35c-85fa-4b5e-90cf-4778f441753e,DISRUPTION_4a8d06d0-26d7-4a24-bbfd-e153ef966b1a,ROAD_CLOSURE,MEDIUM,0,0,145,1,-5.28,-0.18,12.58,True,MEDIUM,3.32,96.68,0.0,96.68,50,52.22,MEDIUM,51.81,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 145 planned stops. 1 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.18 hours. Route distance was reduced by approximately 5.28 KM. The rerouting process achieved a recovery efficiency of 12.58%. The machine learning model classified this scenario as MEDIUM risk with 96.68% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 52.22. Priority score: 51.81. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00e4885d-4563-4790-bace-6c9e4261ce2a,DISRUPTION_c2f88ec3-3595-49cd-b038-46c3bb30d6a4,VEHICLE_CAPACITY_REDUCTION,LOW,0,9,136,0,-2.75,-0.09,6.66,True,MEDIUM,0.0,100.0,0.0,100.0,37,49.6,MEDIUM,49.72,REBALANCE_LOAD_AND_REROUTE,REROUTE_RECOMMENDED,Vehicle capacity was reduced by 9%. This can prevent the vehicle from serving all planned stops and may require load redistribution or rerouting. The route contains 136 planned stops. The rerouting scenario produced a relatively small time impact of 0.09 hours. Route distance was reduced by approximately 2.75 KM. The rerouting process achieved a recovery efficiency of 6.66%. The machine learning model classified this scenario as MEDIUM risk with 100.00% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 37.00. Final risk score: 49.60. Priority score: 49.72. RouteMind recommends redistributing the delivery load and rerouting the affected vehicle.
RouteID_0076d53c-6bfa-4e22-b39e-08769fb8e4d3,DISRUPTION_98c53896-6273-4d1b-bd20-14ed7ae8dd56,VEHICLE_CAPACITY_REDUCTION,LOW,0,6,129,0,-3.27,-0.11,7.48,True,MEDIUM,0.22,99.53,0.25,99.53,37,49.42,MEDIUM,49.52,REBALANCE_LOAD_AND_REROUTE,REROUTE_RECOMMENDED,Vehicle capacity was reduced by 6%. This can prevent the vehicle from serving all planned stops and may require load redistribution or rerouting. The route contains 129 planned stops. The rerouting scenario produced a relatively small time impact of 0.11 hours. Route distance was reduced by approximately 3.27 KM. The rerouting process achieved a recovery efficiency of 7.48%. The machine learning model classified this scenario as MEDIUM risk with 99.53% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 37.00. Final risk score: 49.42. Priority score: 49.52. RouteMind recommends redistributing the delivery load and rerouting the affected vehicle.
RouteID_00595235-52e7-4b68-883c-70482701dea0,DISRUPTION_6fd729ba-c1e7-44a9-9dd5-b6319965c42d,NEW_STOP,MEDIUM,0,0,129,0,-3.91,-0.13,12.55,True,MEDIUM,0.0,100.0,0.0,100.0,32,48.1,MEDIUM,48.67,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 129 planned stops. The rerouting scenario produced a relatively small time impact of 0.13 hours. Route distance was reduced by approximately 3.91 KM. The rerouting process achieved a recovery efficiency of 12.55%. The machine learning model classified this scenario as MEDIUM risk with 100.00% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 32.00. Final risk score: 48.10. Priority score: 48.67. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints.
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,DISRUPTION_f2fd153d-e24a-4959-8fc1-95b4cc1d19a8,NEW_STOP,MEDIUM,0,0,78,0,-1.68,-0.06,6.47,True,MEDIUM,0.0,100.0,0.0,100.0,32,48.1,MEDIUM,48.67,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 78 planned stops. The rerouting scenario produced a relatively small time impact of 0.06 hours. Route distance was reduced by approximately 1.68 KM. The rerouting process achieved a recovery efficiency of 6.47%. The machine learning model classified this scenario as MEDIUM risk with 100.00% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 32.00. Final risk score: 48.10. Priority score: 48.67. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints.
RouteID_00f9c249-33cd-4124-9cf2-b970b157a5ca,DISRUPTION_45e678d4-e97c-43dc-b837-ae537ee99ea0,NEW_STOP,MEDIUM,0,0,146,0,-3.57,-0.12,6.38,True,MEDIUM,0.0,99.58,0.42,99.58,32,47.94,MEDIUM,48.5,INSERT_STOP_OPTIMALLY,ROUTE_OPTIMIZATION,A new delivery stop was introduced into the route. The additional stop must be inserted while maintaining route efficiency and delivery constraints. The route contains 146 planned stops. The rerouting scenario produced a relatively small time impact of 0.12 hours. Route distance was reduced by approximately 3.57 KM. The rerouting process achieved a recovery efficiency of 6.38%. The machine learning model classified this scenario as MEDIUM risk with 99.58% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 32.00. Final risk score: 47.94. Priority score: 48.50. RouteMind recommends inserting the new stop at the most efficient position while maintaining route constraints.
RouteID_00d421bf-f001-4fb0-923e-c343d3d369bc,DISRUPTION_b70c226c-12a3-46ad-b06d-27f2a235f314,ROAD_CLOSURE,MEDIUM,0,0,159,9,-2.44,-0.08,7.15,True,MEDIUM,29.75,70.25,0.0,70.25,50,42.05,MEDIUM,46.72,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 159 stops, indicating a relatively high delivery workload. 9 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.08 hours. Route distance was reduced by approximately 2.44 KM. The rerouting process achieved a recovery efficiency of 7.15%. The machine learning model classified this scenario as MEDIUM risk with 70.25% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 42.05. Priority score: 46.72. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00a25e47-65c9-4efc-bfe9-8d9648a0df4e,DISRUPTION_e9b770df-8dc1-4560-a7ef-677a0482e246,ROAD_CLOSURE,MEDIUM,0,0,157,7,-0.94,-0.03,3.17,True,MEDIUM,26.27,73.73,0.0,73.73,50,43.39,MEDIUM,46.68,REROUTE_AVOID_CLOSED_ROAD,REROUTE_RECOMMENDED,"A road closure was detected with medium severity. The affected road may become unavailable, requiring the route to avoid the disrupted segment. The route contains 157 stops, indicating a relatively high delivery workload. 7 stops were affected during the disruption scenario. The rerouting scenario produced a relatively small time impact of 0.03 hours. Route distance was reduced by approximately 0.94 KM. The rerouting process achieved a recovery efficiency of 3.17%. The machine learning model classified this scenario as MEDIUM risk with 73.73% confidence. The combined ML prediction and operational factors indicate a moderate-risk scenario requiring active monitoring and route adjustment where necessary. Operational risk score: 50.00. Final risk score: 43.39. Priority score: 46.68. RouteMind recommends rerouting to avoid the closed road segment and maintain route feasibility."
RouteID_00143bdd-0a6b-49ec-bb35-36593d303e77,DISRUPTION_5368798c-b1b3-4b17-be8c-b79e90058577,TRAFFIC_DELAY,LOW,9,0,119,0,-2.76,-0.09,8.23,True,LOW,0.0,0.52,99.48,99.48,30,26.41,LOW,35.66,MONITOR_ROUTE,MONITORING,A traffic delay of 9 minutes was detected with low severity. The delay can increase travel time and reduce delivery reliability. The route contains 119 planned stops. The rerouting scenario produced a relatively small time impact of 0.09 hours. Route distance was reduced by approximately 2.76 KM. The rerouting process achieved a recovery efficiency of 8.23%. The machine learning model classified this scenario as LOW risk with 99.48% confidence. The combined ML prediction and operational factors indicate a relatively low-risk scenario. Operational risk score: 30.00. Final risk score: 26.41. Priority score: 35.66. RouteMind recommends monitoring the route and continuing the current plan unless conditions worsen.
RouteID_00575ca4-8a63-49d2-96c8-9b347be5ba6c,DISRUPTION_f106a999-6645-4443-beb3-d3c44cfb929b,TRAFFIC_DELAY,LOW,6,0,59,0,-0.66,-0.02,2.55,True,LOW,0.0,0.3,99.7,99.7,30,26.45,LOW,34.97,MONITOR_ROUTE,MONITORING,A traffic delay of 6 minutes was detected with low severity. The delay can increase travel time and reduce delivery reliability. The route contains 59 planned stops. The rerouting scenario produced a relatively small time impact of 0.02 hours. Route distance was reduced by approximately 0.66 KM. The rerouting process achieved a recovery efficiency of 2.55%. The machine learning model classified this scenario as LOW risk with 99.70% confidence. The combined ML prediction and operational factors indicate a relatively low-risk scenario. Operational risk score: 30.00. Final risk score: 26.45. Priority score: 34.97. RouteMind recommends monitoring the route and continuing the current plan unless conditions worsen.
RouteID_001948e9-4675-486d-9ec5-912fd8e0770f,DISRUPTION_ed7c542e-c937-4de0-970f-db8ed3c40507,TRAFFIC_DELAY,LOW,6,0,128,0,-1.36,-0.05,2.63,True,LOW,0.0,1.11,98.89,98.89,30,26.31,LOW,34.75,MONITOR_ROUTE,MONITORING,A traffic delay of 6 minutes was detected with low severity. The delay can increase travel time and reduce delivery reliability. The route contains 128 planned stops. The rerouting scenario produced a relatively small time impact of 0.05 hours. Route distance was reduced by approximately 1.36 KM. The rerouting process achieved a recovery efficiency of 2.63%. The machine learning model classified this scenario as LOW risk with 98.89% confidence. The combined ML prediction and operational factors indicate a relatively low-risk scenario. Operational risk score: 30.00. Final risk score: 26.31. Priority score: 34.75. RouteMind recommends monitoring the route and continuing the current plan unless conditions worsen.
